time,signal,feeder,pump,condition
20-10-2019-16:50:46,play,b'',,L reward
20-10-2019-16:50:56,,b'',,L reward
20-10-2019-16:51:06,play,b'',,L reward
20-10-2019-16:51:16,,b'',,L reward
20-10-2019-16:51:26,play,b'',,L reward
20-10-2019-16:51:36,,b'',,L reward
20-10-2019-16:51:46,play,b'',,L reward
20-10-2019-16:51:56,,b'',,L reward
20-10-2019-16:52:06,play,b'',,L reward
20-10-2019-16:52:16,,b'',,L reward
20-10-2019-16:52:26,play,b'',,L reward
20-10-2019-16:52:36,,b'',,L reward
20-10-2019-16:52:46,play,b'',,L reward
20-10-2019-16:52:56,,b'',,L reward
20-10-2019-16:53:06,play,b'',,L reward
20-10-2019-16:53:16,,b'',,L reward
20-10-2019-16:53:26,play,b'',,L reward
20-10-2019-16:53:36,,b'',,L reward
20-10-2019-16:53:46,play,b'',,L reward
20-10-2019-16:53:56,,b'',,L reward
20-10-2019-16:54:06,play,b'',,L reward
20-10-2019-16:54:16,,b'',,L reward
20-10-2019-16:54:26,play,b'',,L reward
20-10-2019-16:54:36,,b'',,L reward
20-10-2019-16:54:46,play,b'',,L reward
20-10-2019-16:54:56,,b'',,L reward
20-10-2019-16:55:06,play,b'',,L reward
20-10-2019-16:55:16,,b'',,L reward
20-10-2019-16:55:26,play,b'',,L reward
20-10-2019-16:55:36,,b'',,L reward
20-10-2019-16:55:46,play,b'',,L reward
20-10-2019-16:55:56,,b'',,L reward
20-10-2019-16:56:06,play,b'',,L reward
20-10-2019-16:56:16,,b'',,L reward
20-10-2019-16:56:26,play,b'',,L reward
20-10-2019-16:56:36,,b'',,L reward
20-10-2019-16:56:46,play,b'',,L reward
20-10-2019-16:56:56,,b'',,L reward
20-10-2019-16:57:06,play,b'',,L reward
20-10-2019-16:57:16,,b'',,L reward
20-10-2019-16:57:26,play,b'',,L reward
20-10-2019-16:57:36,,b'',,L reward
20-10-2019-16:57:46,play,b'',,L reward
20-10-2019-16:57:56,,b'',,L reward
20-10-2019-16:58:06,play,b'',,L reward
20-10-2019-16:58:16,,b'',,L reward
20-10-2019-16:58:26,,b'',,L reward
20-10-2019-16:58:27,play,,,L reward
20-10-2019-16:58:37,,b'',,L reward
20-10-2019-16:58:47,play,b'',,L reward
20-10-2019-16:58:57,,b'',,L reward
20-10-2019-16:59:07,play,b'',,L reward
20-10-2019-16:59:17,,b'',,L reward
20-10-2019-16:59:27,play,b'',,L reward
20-10-2019-16:59:37,,b'',,L reward
20-10-2019-16:59:47,play,b'',,L reward
20-10-2019-16:59:57,,b'',,L reward
20-10-2019-17:00:07,play,b'',,L reward
20-10-2019-17:00:17,,b'',,L reward
20-10-2019-17:00:27,play,b'',,L reward
20-10-2019-17:00:37,,b'',,L reward
20-10-2019-17:00:47,play,b'',,L reward
20-10-2019-17:00:57,,b'',,L reward
20-10-2019-17:01:07,play,b'',,L reward
20-10-2019-17:01:17,,b'',,L reward
20-10-2019-17:01:27,play,b'',,L reward
20-10-2019-17:01:37,,b'',,L reward
20-10-2019-17:01:47,play,b'',,L reward
20-10-2019-17:01:57,,b'',,L reward
20-10-2019-17:02:07,play,b'',,L reward
20-10-2019-17:02:17,,b'',,L reward
20-10-2019-17:02:27,play,b'',,L reward
20-10-2019-17:02:37,,b'',,L reward
20-10-2019-17:02:47,play,b'',,L reward
20-10-2019-17:02:57,,b'',,L reward
20-10-2019-17:03:07,play,b'',,L reward
20-10-2019-17:03:17,,b'',,L reward
20-10-2019-17:03:27,play,b'',,L reward
20-10-2019-17:03:37,,b'',,L reward
20-10-2019-17:03:47,play,b'',,L reward
20-10-2019-17:03:57,,b'',,L reward
20-10-2019-17:04:07,play,b'',,L reward
20-10-2019-17:04:17,,b'',,L reward
20-10-2019-17:04:27,play,b'',,L reward
20-10-2019-17:04:37,,b'',,L reward
20-10-2019-17:04:47,play,b'',,L reward
20-10-2019-17:04:57,,b'',,L reward
20-10-2019-17:05:07,play,b'',,L reward
20-10-2019-17:05:17,,b'',,L reward
20-10-2019-17:05:27,play,b'',,L reward
20-10-2019-17:05:37,,b'',,L reward
20-10-2019-17:05:47,play,b'',,L reward
20-10-2019-17:05:57,,b'',,L reward
20-10-2019-17:06:09,play,b'',,L reward
20-10-2019-17:06:19,,b'',,L reward
20-10-2019-17:06:29,play,b'',,L reward
20-10-2019-17:06:39,,b'',,L reward
20-10-2019-17:06:49,play,b'',,L reward
20-10-2019-17:06:59,,b'',,L reward
20-10-2019-17:07:09,play,b'',,L reward
20-10-2019-17:07:19,,b'',,L reward
20-10-2019-17:07:29,play,b'',,L reward
20-10-2019-17:07:39,,b'',,L reward
20-10-2019-17:07:49,play,b'',,L reward
20-10-2019-17:07:59,,b'',,L reward
20-10-2019-17:08:09,play,b'',,L reward
20-10-2019-17:08:19,,b'',,L reward
20-10-2019-17:08:29,play,b'',,R reward
20-10-2019-17:08:39,,b'',,R reward
20-10-2019-17:08:49,play,b'',,R reward
20-10-2019-17:08:59,,b'',,R reward
20-10-2019-17:09:09,play,b'',,R reward
20-10-2019-17:09:19,,b'',,R reward
20-10-2019-17:09:29,play,b'',,R reward
20-10-2019-17:09:39,,b'',,R reward
20-10-2019-17:09:49,play,b'',,R reward
20-10-2019-17:09:59,,b'',,R reward
20-10-2019-17:10:09,play,b'',,R reward
20-10-2019-17:10:19,,b'',,R reward
20-10-2019-17:10:29,play,b'',,R reward
20-10-2019-17:10:39,,b'',,R reward
20-10-2019-17:10:49,play,b'',,R reward
20-10-2019-17:10:59,,b'',,R reward
20-10-2019-17:11:09,play,b'',,R reward
20-10-2019-17:11:19,,b'',,R reward
20-10-2019-17:11:29,play,b'',,R reward
20-10-2019-17:11:39,,b'',,R reward
20-10-2019-17:11:49,play,b'',,R reward
20-10-2019-17:11:59,,b'',,R reward
20-10-2019-17:12:09,play,b'',,R reward
20-10-2019-17:12:19,,b'',,R reward
20-10-2019-17:12:29,play,b'',,R reward
20-10-2019-17:12:39,,b'',,R reward
20-10-2019-17:12:49,play,b'',,R reward
20-10-2019-17:12:59,,b'',,R reward
20-10-2019-17:13:10,play,b'',,R reward
20-10-2019-17:13:20,,b'',,R reward
20-10-2019-17:13:30,play,b'',,R reward
20-10-2019-17:13:40,,b'',,R reward
20-10-2019-17:13:50,play,b'',,R reward
20-10-2019-17:14:00,,b'',,R reward
20-10-2019-17:14:10,play,b'',,R reward
20-10-2019-17:14:20,,b'',,R reward
20-10-2019-17:14:30,play,b'',,R reward
20-10-2019-17:14:40,,b'',,R reward
20-10-2019-17:14:50,play,b'',,R reward
20-10-2019-17:15:00,,b'',,R reward
20-10-2019-17:15:10,play,b'',,R reward
20-10-2019-17:15:20,,b'',,R reward
20-10-2019-17:15:30,play,b'',,R reward
20-10-2019-17:15:40,,b'',,R reward
20-10-2019-17:15:50,play,b'',,R reward
20-10-2019-17:16:00,,b'',,R reward
20-10-2019-17:16:10,play,b'',,R reward
20-10-2019-17:16:20,,b'',,R reward
20-10-2019-17:16:30,play,b'',,R reward
20-10-2019-17:16:40,,b'',,R reward
20-10-2019-17:16:50,play,b'',,R reward
20-10-2019-17:17:00,,b'',,R reward
20-10-2019-17:17:10,play,b'',,R reward
20-10-2019-17:17:20,,b'',,R reward
20-10-2019-17:17:30,play,b'',,R reward
20-10-2019-17:17:40,,b'',,R reward
20-10-2019-17:17:50,play,b'',,R reward
20-10-2019-17:18:00,,b'',,R reward
20-10-2019-17:18:10,play,b'',,R reward
20-10-2019-17:18:20,,b'',,R reward
20-10-2019-17:18:30,play,b'',,R reward
20-10-2019-17:18:40,,b'',,R reward
20-10-2019-17:18:50,play,b'',,R reward
20-10-2019-17:19:00,,b'',,R reward
20-10-2019-17:19:10,play,b'',,R reward
20-10-2019-17:19:20,,b'',,R reward
20-10-2019-17:19:30,play,b'',,R reward
20-10-2019-17:19:40,,b'',,R reward
20-10-2019-17:19:50,play,b'',,R reward
20-10-2019-17:20:00,,b'',,R reward
20-10-2019-17:20:10,play,b'',,R reward
20-10-2019-17:20:20,,b'',,R reward
20-10-2019-17:20:30,play,b'',,R reward
20-10-2019-17:20:40,,b'',,R reward
20-10-2019-17:20:50,play,b'',,R reward
20-10-2019-17:21:00,,b'',,R reward
20-10-2019-17:21:10,play,b'',,R reward
20-10-2019-17:21:20,,b'',,R reward
20-10-2019-17:21:30,play,b'',,R reward
20-10-2019-17:21:40,,b'',,R reward
20-10-2019-17:21:50,play,b'',,R reward
20-10-2019-17:22:00,,b'',,R reward
20-10-2019-17:22:10,play,b'',,R reward
20-10-2019-17:22:20,,b'',,R reward
20-10-2019-17:22:30,,b'',,R reward
20-10-2019-17:22:31,play,,,R reward
20-10-2019-17:22:41,,b'',,R reward
20-10-2019-17:22:51,play,b'',,R reward
20-10-2019-17:23:01,,b'',,R reward
20-10-2019-17:23:11,play,b'',,R reward
20-10-2019-17:23:21,,b'',,R reward
20-10-2019-17:23:31,play,b'',,R reward
20-10-2019-17:23:41,,b'',,R reward
20-10-2019-17:23:51,play,b'',,R reward
20-10-2019-17:24:01,,b'',,R reward
20-10-2019-17:24:11,play,b'',,R reward
20-10-2019-17:24:21,,b'',,R reward
20-10-2019-17:24:31,play,b'',,R reward
20-10-2019-17:24:41,,b'',,R reward
20-10-2019-17:24:51,play,b'',,R reward
20-10-2019-17:25:01,,b'',,R reward
20-10-2019-17:25:11,play,b'',,R reward
20-10-2019-17:25:21,,b'',,R reward
20-10-2019-17:25:31,play,b'',,R reward
20-10-2019-17:25:41,,b'',,R reward
20-10-2019-17:25:51,play,b'',,R reward
20-10-2019-17:26:01,,b'',,R reward
20-10-2019-17:26:11,play,b'',,R reward
20-10-2019-17:26:21,,b'',,R reward
20-10-2019-17:26:31,play,b'',,R reward
20-10-2019-17:26:41,,b'',,R reward
20-10-2019-17:26:51,play,b'',,R reward
20-10-2019-17:27:01,,b'',,R reward
20-10-2019-17:27:11,play,b'',,R reward
20-10-2019-17:27:21,,b'',,R reward
20-10-2019-17:27:31,play,b'',,R reward
20-10-2019-17:27:41,,b'',,R reward
20-10-2019-17:27:51,play,b'',,R reward
20-10-2019-17:28:01,,b'',,R reward
20-10-2019-17:28:11,play,b'',,R reward
20-10-2019-17:28:21,,b'',,R reward
20-10-2019-17:28:31,play,b'',,R reward
20-10-2019-17:28:41,,b'',,R reward
20-10-2019-17:28:51,play,b'',,R reward
20-10-2019-17:29:01,,b'',,R reward
20-10-2019-17:29:11,play,b'',,R reward
20-10-2019-17:29:21,,b'',,R reward
20-10-2019-17:29:31,play,b'',,R reward
20-10-2019-17:29:41,,b'',,R reward
20-10-2019-17:29:51,play,b'',,R reward
20-10-2019-17:30:01,,b'',,R reward
20-10-2019-17:30:11,play,b'',,R reward
20-10-2019-17:30:21,,b'',,R reward
20-10-2019-17:30:31,play,b'',,R reward
20-10-2019-17:30:41,,b'',,R reward
20-10-2019-17:30:51,play,b'',,R reward
20-10-2019-17:31:01,,b'',,R reward
20-10-2019-17:31:11,play,b'',,R reward
20-10-2019-17:31:21,,b'',,R reward
20-10-2019-17:31:31,play,b'',,R reward
20-10-2019-17:31:41,,b'',,R reward
20-10-2019-17:31:52,play,b'',,R reward
20-10-2019-17:32:02,,b'',,R reward
20-10-2019-17:32:12,play,b'',,R reward
20-10-2019-17:32:22,,b'',,R reward
20-10-2019-17:32:32,play,b'',,R reward
20-10-2019-17:32:42,,b'',,R reward
20-10-2019-17:32:52,play,b'',,R reward
20-10-2019-17:33:02,,b'',,R reward
20-10-2019-17:33:12,play,b'',,R reward
20-10-2019-17:33:22,,b'',,R reward
20-10-2019-17:33:32,play,b'',,R reward
20-10-2019-17:33:42,,b'',,R reward
20-10-2019-17:33:52,play,b'',,R reward
20-10-2019-17:34:02,,b'',,R reward
20-10-2019-17:34:12,play,b'',,R reward
20-10-2019-17:34:22,,b'',,R reward
20-10-2019-17:34:32,play,b'',,R reward
20-10-2019-17:34:42,,b'',,R reward
20-10-2019-17:34:52,play,b'',,R reward
20-10-2019-17:35:02,,b'',,R reward
20-10-2019-17:35:12,play,b'',,R reward
20-10-2019-17:35:22,,b'',,R reward
20-10-2019-17:35:32,play,b'',,R reward
20-10-2019-17:35:42,,b'',,R reward
20-10-2019-17:35:52,play,b'',,R reward
20-10-2019-17:36:02,,b'',,R reward
20-10-2019-17:36:13,play,b'',,R reward
20-10-2019-17:36:24,,b'',,R reward
20-10-2019-17:36:34,play,b'',,R reward
20-10-2019-17:36:44,,b'',,R reward
20-10-2019-17:36:54,play,b'',,R reward
20-10-2019-17:37:04,,b'',,R reward
20-10-2019-17:37:14,play,b'',,R reward
20-10-2019-17:37:24,,b'',,R reward
20-10-2019-17:37:34,play,b'',,R reward
20-10-2019-17:37:44,,b'',,R reward
20-10-2019-17:37:54,play,b'',,R reward
20-10-2019-17:38:04,,b'',,R reward
20-10-2019-17:38:14,play,b'',,R reward
20-10-2019-17:38:24,,b'',,R reward
20-10-2019-17:38:34,play,b'',,R reward
20-10-2019-17:38:44,,b'',,R reward
20-10-2019-17:38:54,play,b'',,R reward
20-10-2019-17:39:04,,b'',,R reward
20-10-2019-17:39:14,play,b'',,R reward
20-10-2019-17:39:24,,b'',,R reward
20-10-2019-17:39:34,play,b'',,R reward
20-10-2019-17:39:44,,b'',,R reward
20-10-2019-17:39:54,play,b'',,R reward
20-10-2019-17:40:04,,b'',,R reward
20-10-2019-17:40:14,play,b'',,R reward
20-10-2019-17:40:24,,b'',,R reward
20-10-2019-17:40:34,play,b'',,R reward
20-10-2019-17:40:44,,b'',,R reward
20-10-2019-17:40:54,play,b'',,R reward
20-10-2019-17:41:04,,b'',,R reward
20-10-2019-17:41:14,play,b'',,R reward
20-10-2019-17:41:24,,b'',,R reward
20-10-2019-17:41:34,play,b'',,R reward
20-10-2019-17:41:44,,b'',,R reward
20-10-2019-17:41:54,play,b'',,R reward
20-10-2019-17:42:04,,b'',,R reward
20-10-2019-17:42:14,play,b'',,R reward
20-10-2019-17:42:24,,b'',,R reward
20-10-2019-17:42:34,play,b'',,R reward
20-10-2019-17:42:44,,b'',,R reward
20-10-2019-17:42:54,play,b'',,R reward
20-10-2019-17:43:04,,b'',,R reward
20-10-2019-17:43:14,play,b'',,R reward
20-10-2019-17:43:24,,b'',,R reward
20-10-2019-17:43:34,play,b'',,R reward
20-10-2019-17:43:44,,b'',,R reward
20-10-2019-17:43:54,play,b'',,R reward
20-10-2019-17:44:04,,b'',,R reward
20-10-2019-17:44:14,play,b'',,R reward
20-10-2019-17:44:24,,b'',,R reward
20-10-2019-17:44:34,play,b'',,R reward
20-10-2019-17:44:44,,b'',,R reward
20-10-2019-17:44:54,play,b'',,R reward
20-10-2019-17:45:04,,b'',,R reward
20-10-2019-17:45:14,play,b'',,R reward
20-10-2019-17:45:25,,b'',,R reward
20-10-2019-17:45:35,play,b'',,R reward
20-10-2019-17:45:45,,b'',,R reward
20-10-2019-17:45:55,play,b'',,R reward
20-10-2019-17:46:05,,b'',,R reward
20-10-2019-17:46:15,play,b'',,R reward
20-10-2019-17:46:25,,b'',,R reward
20-10-2019-17:46:35,play,b'',,R reward
20-10-2019-17:46:45,,b'',,R reward
20-10-2019-17:46:55,play,b'',,R reward
20-10-2019-17:47:05,,b'',,R reward
20-10-2019-17:47:15,play,b'',,R reward
20-10-2019-17:47:25,,b'',,R reward
20-10-2019-17:47:35,play,b'',,R reward
20-10-2019-17:47:45,,b'',,R reward
20-10-2019-17:47:55,play,b'',,R reward
20-10-2019-17:48:05,,b'',,R reward
20-10-2019-17:48:15,play,b'',,R reward
20-10-2019-17:48:25,,b'',,R reward
20-10-2019-17:48:35,play,b'',,R reward
20-10-2019-17:48:45,,b'',,R reward
20-10-2019-17:48:55,play,b'',,R reward
20-10-2019-17:49:05,,b'',,R reward
20-10-2019-17:49:15,play,b'',,R reward
20-10-2019-17:49:25,,b'',,R reward
20-10-2019-17:49:35,play,b'',,R reward
20-10-2019-17:49:45,,b'',,R reward
20-10-2019-17:49:55,play,b'',,R reward
20-10-2019-17:50:05,,b'',,R reward
20-10-2019-17:50:15,play,b'',,R reward
20-10-2019-17:50:25,,b'',,R reward
20-10-2019-17:50:35,play,b'',,R reward
20-10-2019-17:50:45,,b'',,R reward
20-10-2019-17:50:55,play,b'',,R reward
20-10-2019-17:51:05,,b'',,R reward
20-10-2019-17:51:15,play,b'',,R reward
20-10-2019-17:51:25,,b'',,R reward
20-10-2019-17:51:35,play,b'',,R reward
20-10-2019-17:51:45,,b'',,R reward
20-10-2019-17:51:55,play,b'',,R reward
20-10-2019-17:52:05,,b'',,R reward
20-10-2019-17:52:15,play,b'',,R reward
20-10-2019-17:52:25,,b'',,R reward
20-10-2019-17:52:35,play,b'',,R reward
20-10-2019-17:52:45,,b'',,R reward
20-10-2019-17:52:55,play,b'',,R reward
20-10-2019-17:53:05,,b'',,R reward
20-10-2019-17:53:15,play,b'',,R reward
20-10-2019-17:53:25,,b'',,R reward
20-10-2019-17:53:35,play,b'',,R reward
20-10-2019-17:53:45,,b'',,R reward
20-10-2019-17:53:55,play,b'',,R reward
20-10-2019-17:54:05,,b'',,R reward
20-10-2019-17:54:15,,b'',,R reward
20-10-2019-17:54:16,play,,,R reward
20-10-2019-17:54:26,,b'',,R reward
20-10-2019-17:54:36,play,b'',,R reward
20-10-2019-17:54:46,,b'',,R reward
20-10-2019-17:54:56,play,b'',,R reward
20-10-2019-17:55:06,,b'',,R reward
20-10-2019-17:55:16,play,b'',,R reward
20-10-2019-17:55:26,,b'',,R reward
20-10-2019-17:55:36,play,b'',,R reward
20-10-2019-17:55:46,,b'',,R reward
20-10-2019-17:55:56,play,b'',,R reward
20-10-2019-17:56:06,,b'',,R reward
20-10-2019-17:56:16,play,b'',,R reward
20-10-2019-17:56:26,,b'',,R reward
20-10-2019-17:56:36,play,b'',,R reward
20-10-2019-17:56:46,,b'',,R reward
20-10-2019-17:56:56,play,b'',,R reward
20-10-2019-17:57:06,,b'',,R reward
20-10-2019-17:57:16,play,b'',,R reward
20-10-2019-17:57:26,,b'',,R reward
20-10-2019-17:57:36,play,b'',,R reward
20-10-2019-17:57:46,,b'',,R reward
20-10-2019-17:57:56,play,b'',,R reward
20-10-2019-17:58:06,,b'',,R reward
20-10-2019-17:58:16,play,b'',,R reward
20-10-2019-17:58:26,,b'',,R reward
20-10-2019-17:58:36,play,b'',,R reward
20-10-2019-17:58:46,,b'',,R reward
20-10-2019-17:58:56,play,b'',,R reward
20-10-2019-17:59:06,,b'',,R reward
20-10-2019-17:59:16,play,b'',,R reward
20-10-2019-17:59:26,,b'',,R reward
20-10-2019-17:59:36,play,b'',,R reward
20-10-2019-17:59:46,,b'',,R reward
20-10-2019-17:59:56,play,b'',,R reward
20-10-2019-18:00:06,,b'',,R reward
20-10-2019-18:00:16,play,b'',,R reward
20-10-2019-18:00:26,,b'',,R reward
20-10-2019-18:00:36,play,b'',,R reward
20-10-2019-18:00:46,,b'',,R reward
20-10-2019-18:00:56,play,b'',,R reward
20-10-2019-18:01:06,,b'',,R reward
20-10-2019-18:01:16,play,b'',,R reward
20-10-2019-18:01:26,,b'',,R reward
20-10-2019-18:01:36,play,b'',,R reward
20-10-2019-18:01:46,,b'',,R reward
20-10-2019-18:01:56,play,b'',,R reward
20-10-2019-18:02:06,,b'',,R reward
20-10-2019-18:02:16,play,b'',,R reward
20-10-2019-18:02:26,,b'',,R reward
20-10-2019-18:02:36,play,b'',,R reward
20-10-2019-18:02:46,,b'',,R reward
20-10-2019-18:02:56,play,b'',,R reward
20-10-2019-18:03:07,,b'',,R reward
20-10-2019-18:03:17,play,b'',,R reward
20-10-2019-18:03:27,,b'',,R reward
20-10-2019-18:03:37,play,b'',,R reward
20-10-2019-18:03:47,,b'',,R reward
20-10-2019-18:03:57,play,b'',,R reward
20-10-2019-18:04:07,,b'',,R reward
20-10-2019-18:04:17,play,b'',,R reward
20-10-2019-18:04:27,,b'',,R reward
20-10-2019-18:04:37,play,b'',,R reward
20-10-2019-18:04:47,,b'',,R reward
20-10-2019-18:04:57,play,b'',,R reward
20-10-2019-18:05:07,,b'',,R reward
20-10-2019-18:05:17,play,b'',,R reward
20-10-2019-18:05:27,,b'',,R reward
20-10-2019-18:05:37,play,b'',,R reward
20-10-2019-18:05:47,,b'',,R reward
20-10-2019-18:05:57,play,b'',,R reward
20-10-2019-18:06:07,,b'',,R reward
20-10-2019-18:06:18,play,b'',,R reward
20-10-2019-18:06:28,,b'',,R reward
20-10-2019-18:06:38,play,b'',,R reward
20-10-2019-18:06:48,,b'',,R reward
20-10-2019-18:06:58,play,b'',,R reward
20-10-2019-18:07:08,,b'',,R reward
20-10-2019-18:07:18,play,b'',,R reward
20-10-2019-18:07:29,,b'',,R reward
20-10-2019-18:07:39,play,b'',,R reward
20-10-2019-18:07:49,,b'',,R reward
20-10-2019-18:07:59,play,b'',,R reward
20-10-2019-18:08:09,,b'',,R reward
20-10-2019-18:08:19,play,b'',,R reward
20-10-2019-18:08:29,,b'',,R reward
20-10-2019-18:08:39,play,b'',,L reward
20-10-2019-18:08:49,,b'',,L reward
20-10-2019-18:08:59,play,b'',,L reward
20-10-2019-18:09:09,,b'',,L reward
20-10-2019-18:09:19,play,b'',,L reward
20-10-2019-18:09:29,,b'',,L reward
20-10-2019-18:09:39,play,b'',,L reward
20-10-2019-18:09:49,,b'',,L reward
20-10-2019-18:09:59,play,b'',,L reward
20-10-2019-18:10:09,,b'',,L reward
20-10-2019-18:10:19,play,b'',,L reward
20-10-2019-18:10:29,,b'',,L reward
20-10-2019-18:10:39,play,b'',,L reward
20-10-2019-18:10:49,,b'',,L reward
20-10-2019-18:10:59,play,b'',,L reward
20-10-2019-18:11:09,,b'',,L reward
20-10-2019-18:11:19,play,b'',,L reward
20-10-2019-18:11:29,,b'',,L reward
20-10-2019-18:11:39,play,b'',,L reward
20-10-2019-18:11:49,,b'',,L reward
20-10-2019-18:11:59,play,b'',,L reward
20-10-2019-18:12:09,,b'',,L reward
20-10-2019-18:12:19,play,b'',,L reward
20-10-2019-18:12:29,,b'',,L reward
20-10-2019-18:12:39,play,b'',,L reward
20-10-2019-18:12:49,,b'',,L reward
20-10-2019-18:12:59,play,b'',,L reward
20-10-2019-18:13:09,,b'',,L reward
20-10-2019-18:13:19,play,b'',,L reward
20-10-2019-18:13:29,,b'',,L reward
20-10-2019-18:13:39,play,b'',,L reward
20-10-2019-18:13:49,,b'',,L reward
20-10-2019-18:13:59,play,b'',,L reward
20-10-2019-18:14:09,,b'',,L reward
20-10-2019-18:14:19,play,b'',,L reward
20-10-2019-18:14:29,,b'',,L reward
20-10-2019-18:14:39,play,b'',,L reward
20-10-2019-18:14:49,,b'',,L reward
20-10-2019-18:14:59,play,b'',,L reward
20-10-2019-18:15:09,,b'',,L reward
20-10-2019-18:15:19,play,b'',,L reward
20-10-2019-18:15:29,,b'',,L reward
20-10-2019-18:15:39,play,b'',,L reward
20-10-2019-18:15:49,,b'',,L reward
20-10-2019-18:16:00,play,b'',,L reward
20-10-2019-18:16:10,,b'',,L reward
20-10-2019-18:16:20,play,b'',,L reward
20-10-2019-18:16:30,,b'',,L reward
20-10-2019-18:16:40,play,b'',,L reward
20-10-2019-18:16:50,,b'',,L reward
20-10-2019-18:17:00,play,b'',,L reward
20-10-2019-18:17:10,,b'',,L reward
20-10-2019-18:17:20,play,b'',,L reward
20-10-2019-18:17:30,,b'',,L reward
20-10-2019-18:17:40,play,b'',,L reward
20-10-2019-18:17:50,,b'',,L reward
20-10-2019-18:18:00,play,b'',,L reward
20-10-2019-18:18:10,,b'',,L reward
20-10-2019-18:18:20,play,b'',,L reward
20-10-2019-18:18:30,,b'',,L reward
20-10-2019-18:18:40,play,b'',,L reward
20-10-2019-18:18:50,,b'',,L reward
20-10-2019-18:19:00,play,b'',,L reward
20-10-2019-18:19:10,,b'',,L reward
20-10-2019-18:19:20,play,b'',,L reward
20-10-2019-18:19:30,,b'',,L reward
20-10-2019-18:19:40,play,b'',,L reward
20-10-2019-18:19:50,,b'',,L reward
20-10-2019-18:20:00,play,b'',,L reward
20-10-2019-18:20:10,,b'',,L reward
20-10-2019-18:20:20,play,b'',,L reward
20-10-2019-18:20:30,,b'',,L reward
20-10-2019-18:20:40,play,b'',,L reward
20-10-2019-18:20:50,,b'',,L reward
20-10-2019-18:21:00,play,b'',,L reward
20-10-2019-18:21:10,,b'',,L reward
20-10-2019-18:21:20,play,b'',,L reward
20-10-2019-18:21:30,,b'',,L reward
20-10-2019-18:21:40,play,b'',,L reward
20-10-2019-18:21:50,,b'',,L reward
20-10-2019-18:22:00,play,b'',,L reward
20-10-2019-18:22:10,,b'',,L reward
20-10-2019-18:22:20,play,b'',,L reward
20-10-2019-18:22:30,,b'',,L reward
20-10-2019-18:22:40,play,b'',,L reward
20-10-2019-18:22:50,,b'',,L reward
20-10-2019-18:23:00,play,b'',,L reward
20-10-2019-18:23:10,,b'',,L reward
20-10-2019-18:23:20,play,b'',,L reward
20-10-2019-18:23:30,,b'',,L reward
20-10-2019-18:23:40,play,b'',,L reward
20-10-2019-18:23:50,,b'',,L reward
20-10-2019-18:24:00,play,b'',,L reward
20-10-2019-18:24:10,,b'',,L reward
20-10-2019-18:24:20,,b'',,
20-10-2019-18:24:21,play,,,L reward
20-10-2019-18:24:31,,b'',,L reward
