time,signal,feeder,pump,condition
21-10-2019-05:49:05,play,b'',,R reward
21-10-2019-05:49:15,,b'',,R reward
21-10-2019-05:49:25,play,b'',,R reward
21-10-2019-05:49:35,,b'',,R reward
21-10-2019-05:49:45,,b'',,R reward
21-10-2019-05:49:46,play,,,R reward
21-10-2019-05:49:56,,b'',,R reward
21-10-2019-05:50:06,play,b'',,R reward
21-10-2019-05:50:16,,b'',,R reward
21-10-2019-05:50:26,play,b'',,R reward
21-10-2019-05:50:36,,b'',,R reward
21-10-2019-05:50:46,play,b'',,R reward
21-10-2019-05:50:56,,b'',,R reward
21-10-2019-05:51:06,play,b'',,R reward
21-10-2019-05:51:16,,b'',,R reward
21-10-2019-05:51:26,play,b'',,R reward
21-10-2019-05:51:36,,b'',,R reward
21-10-2019-05:51:46,play,b'',,R reward
21-10-2019-05:51:56,,b'',,R reward
21-10-2019-05:52:06,play,b'',,R reward
21-10-2019-05:52:10,,b'2',2,R reward
21-10-2019-05:52:20,,b'',,R reward
21-10-2019-05:52:30,play,b'',,R reward
21-10-2019-05:52:40,,b'',,R reward
21-10-2019-05:52:50,play,b'',,R reward
21-10-2019-05:53:00,,b'',,R reward
21-10-2019-05:53:10,play,b'2',2,R reward
21-10-2019-05:53:11,,b'2',,R reward
21-10-2019-05:53:12,,b'2',,R reward
21-10-2019-05:53:13,,b'2',,R reward
21-10-2019-05:53:14,,b'2',,R reward
21-10-2019-05:53:15,,b'2',,R reward
21-10-2019-05:53:16,,b'2',,R reward
21-10-2019-05:53:17,,b'2',,R reward
21-10-2019-05:53:18,,b'2',,R reward
21-10-2019-05:53:19,,b'2',,R reward
21-10-2019-05:53:20,,b'2',,R reward
21-10-2019-05:53:21,,b'2',,R reward
21-10-2019-05:53:22,,b'2',,R reward
21-10-2019-05:53:23,,b'2',,R reward
21-10-2019-05:53:24,,b'2',,R reward
21-10-2019-05:53:25,,b'2',,R reward
21-10-2019-05:53:26,,b'2',,R reward
21-10-2019-05:53:27,,b'2',,R reward
21-10-2019-05:53:28,,b'2',,R reward
21-10-2019-05:53:29,,b'2',,R reward
21-10-2019-05:53:39,play,b'',,R reward
21-10-2019-05:53:49,,b'',,R reward
21-10-2019-05:53:59,play,b'',,R reward
21-10-2019-05:54:09,,b'',,R reward
21-10-2019-05:54:19,play,b'',,R reward
21-10-2019-05:54:29,,b'',,R reward
21-10-2019-05:54:39,play,b'',,R reward
21-10-2019-05:54:49,,b'',,R reward
21-10-2019-05:54:59,play,b'',,R reward
21-10-2019-05:55:09,,b'',,R reward
21-10-2019-05:55:19,play,b'',,R reward
21-10-2019-05:55:29,,b'',,R reward
21-10-2019-05:55:37,,b'1',1,R reward
21-10-2019-05:55:38,,b'1',,R reward
21-10-2019-05:55:40,,b'2',,R reward
21-10-2019-05:55:50,play,b'',,R reward
21-10-2019-05:56:00,,b'',,R reward
21-10-2019-05:56:11,play,b'',,R reward
21-10-2019-05:56:21,,b'',,R reward
21-10-2019-05:56:31,play,b'',,R reward
21-10-2019-05:56:41,,b'',,R reward
21-10-2019-05:56:51,play,b'',,R reward
21-10-2019-05:57:01,,b'',,R reward
21-10-2019-05:57:11,play,b'',,R reward
21-10-2019-05:57:21,,b'',,R reward
21-10-2019-05:57:31,play,b'',,R reward
21-10-2019-05:57:38,,b'2',2,R reward
21-10-2019-05:57:39,,b'2',,R reward
21-10-2019-05:57:49,,b'',,R reward
21-10-2019-05:57:51,,b'2',,R reward
21-10-2019-05:57:52,,b'2',,R reward
21-10-2019-05:57:53,,b'2',,R reward
21-10-2019-05:58:03,play,b'',,R reward
21-10-2019-05:58:13,,b'',,R reward
21-10-2019-05:58:23,play,b'',,R reward
21-10-2019-05:58:33,,b'',,R reward
21-10-2019-05:58:43,play,b'',,R reward
21-10-2019-05:58:53,,b'',,R reward
21-10-2019-05:59:03,play,b'',,R reward
21-10-2019-05:59:13,,b'',,R reward
21-10-2019-05:59:23,play,b'',,R reward
21-10-2019-05:59:33,,b'',,R reward
21-10-2019-05:59:43,play,b'',,R reward
21-10-2019-05:59:53,,b'',,R reward
21-10-2019-06:00:04,play,b'',,R reward
21-10-2019-06:00:14,,b'',,R reward
21-10-2019-06:00:24,play,b'',,R reward
21-10-2019-06:00:34,,b'',,R reward
21-10-2019-06:00:44,play,b'',,R reward
21-10-2019-06:00:54,,b'',,R reward
21-10-2019-06:01:04,play,b'',,R reward
21-10-2019-06:01:14,,b'',,R reward
21-10-2019-06:01:24,play,b'',,R reward
21-10-2019-06:01:34,,b'',,R reward
21-10-2019-06:01:37,,b'2',2,R reward
21-10-2019-06:01:38,,b'2',,R reward
21-10-2019-06:01:48,play,b'',,R reward
21-10-2019-06:01:58,,b'',,R reward
21-10-2019-06:02:08,play,b'',,R reward
21-10-2019-06:02:18,,b'',,R reward
21-10-2019-06:02:28,play,b'',,R reward
21-10-2019-06:02:38,,b'',,R reward
21-10-2019-06:02:48,play,b'',,R reward
21-10-2019-06:02:58,,b'',,R reward
21-10-2019-06:03:08,play,b'',,R reward
21-10-2019-06:03:18,,b'',,R reward
21-10-2019-06:03:22,,b'2',no 2,R reward
21-10-2019-06:03:23,,b'2',,R reward
21-10-2019-06:03:24,,b'2',,R reward
21-10-2019-06:03:25,,b'2',,R reward
21-10-2019-06:03:35,play,b'',,R reward
21-10-2019-06:03:45,,b'',,R reward
21-10-2019-06:03:55,play,b'',,R reward
21-10-2019-06:04:05,,b'',,R reward
21-10-2019-06:04:15,play,b'',,R reward
21-10-2019-06:04:24,,b'2',2,R reward
21-10-2019-06:04:25,,b'2',,R reward
21-10-2019-06:04:26,,b'2',,R reward
21-10-2019-06:04:27,,b'2',,R reward
21-10-2019-06:04:37,play,b'',,R reward
21-10-2019-06:04:47,,b'',,R reward
21-10-2019-06:04:53,,b'2',2,R reward
21-10-2019-06:05:03,play,b'',,R reward
21-10-2019-06:05:13,,b'',,R reward
21-10-2019-06:05:23,play,b'',,R reward
21-10-2019-06:05:33,,b'',,R reward
21-10-2019-06:05:43,play,b'',,R reward
21-10-2019-06:05:53,,b'',,R reward
21-10-2019-06:06:03,,b'',,R reward
21-10-2019-06:06:05,play,,,R reward
21-10-2019-06:06:15,,b'',,R reward
21-10-2019-06:06:25,play,b'',,R reward
21-10-2019-06:06:35,,b'',,R reward
21-10-2019-06:06:45,play,b'',,R reward
21-10-2019-06:06:55,,b'',,R reward
21-10-2019-06:07:05,play,b'',,R reward
21-10-2019-06:07:15,,b'',,R reward
21-10-2019-06:07:25,play,b'',,R reward
21-10-2019-06:07:35,,b'',,R reward
21-10-2019-06:07:45,play,b'',,R reward
21-10-2019-06:07:55,,b'',,R reward
21-10-2019-06:08:03,,b'2',2,R reward
21-10-2019-06:08:04,,b'2',,R reward
21-10-2019-06:08:05,,b'2',,R reward
21-10-2019-06:08:15,play,b'',,R reward
21-10-2019-06:08:20,,b'2',2,R reward
21-10-2019-06:08:21,,b'2',,R reward
21-10-2019-06:08:22,,b'2',,R reward
21-10-2019-06:08:32,,b'',,R reward
21-10-2019-06:08:37,,b'2',,R reward
21-10-2019-06:08:47,play,b'',,R reward
21-10-2019-06:08:57,,b'',,R reward
21-10-2019-06:09:07,play,b'',,R reward
21-10-2019-06:09:17,,b'',,R reward
21-10-2019-06:09:28,play,b'',,L reward
21-10-2019-06:09:38,,b'',,L reward
21-10-2019-06:09:48,play,b'',,L reward
21-10-2019-06:09:58,,b'',,L reward
21-10-2019-06:10:08,play,b'',,L reward
21-10-2019-06:10:18,,b'',,L reward
21-10-2019-06:10:28,play,b'',,L reward
21-10-2019-06:10:38,,b'',,L reward
21-10-2019-06:10:48,play,b'',,L reward
21-10-2019-06:10:58,,b'',,L reward
21-10-2019-06:11:08,play,b'',,L reward
21-10-2019-06:11:18,,b'',,L reward
21-10-2019-06:11:28,play,b'',,L reward
21-10-2019-06:11:38,,b'',,L reward
21-10-2019-06:11:48,play,b'',,L reward
21-10-2019-06:11:58,,b'',,L reward
21-10-2019-06:12:08,play,b'',,L reward
21-10-2019-06:12:18,,b'',,L reward
21-10-2019-06:12:28,play,b'',,L reward
21-10-2019-06:12:39,,b'',,L reward
21-10-2019-06:12:49,play,b'',,L reward
21-10-2019-06:12:59,,b'2',no 2,L reward
21-10-2019-06:13:00,,b'2',,L reward
21-10-2019-06:13:01,,b'2',,L reward
21-10-2019-06:13:02,,b'2',,L reward
21-10-2019-06:13:03,,b'2',,L reward
21-10-2019-06:13:04,,b'2',,L reward
21-10-2019-06:13:05,,b'2',,L reward
21-10-2019-06:13:06,,b'2',,L reward
21-10-2019-06:13:07,,b'2',,L reward
21-10-2019-06:13:17,play,b'',,L reward
21-10-2019-06:13:27,,b'',,L reward
21-10-2019-06:13:37,play,b'',,L reward
21-10-2019-06:13:47,,b'',,L reward
21-10-2019-06:13:58,play,b'',,L reward
21-10-2019-06:14:08,,b'',,L reward
21-10-2019-06:14:18,play,b'',,L reward
21-10-2019-06:14:25,,b'1',1,L reward
21-10-2019-06:14:26,,b'1',,L reward
21-10-2019-06:14:27,,b'1',,L reward
21-10-2019-06:14:37,,b'',,L reward
21-10-2019-06:14:47,play,b'',,L reward
21-10-2019-06:14:57,,b'',,L reward
21-10-2019-06:15:07,play,b'',,L reward
21-10-2019-06:15:17,,b'',,L reward
21-10-2019-06:15:27,play,b'',,L reward
21-10-2019-06:15:37,,b'',,L reward
21-10-2019-06:15:47,play,b'',,L reward
21-10-2019-06:15:57,,b'',,L reward
21-10-2019-06:16:07,play,b'',,L reward
21-10-2019-06:16:17,,b'',,L reward
21-10-2019-06:16:28,play,b'',,L reward
21-10-2019-06:16:38,,b'',,L reward
21-10-2019-06:16:48,play,b'',,L reward
21-10-2019-06:16:58,,b'',,L reward
21-10-2019-06:17:08,play,b'',,L reward
21-10-2019-06:17:18,,b'',,L reward
21-10-2019-06:17:28,play,b'',,L reward
21-10-2019-06:17:38,,b'',,L reward
21-10-2019-06:17:48,play,b'',,L reward
21-10-2019-06:17:58,,b'',,L reward
21-10-2019-06:18:08,play,b'',,L reward
21-10-2019-06:18:18,,b'',,L reward
21-10-2019-06:18:27,,b'1',1,L reward
21-10-2019-06:18:37,play,b'',,L reward
21-10-2019-06:18:47,,b'',,L reward
21-10-2019-06:18:56,,b'2',no 2,L reward
21-10-2019-06:18:57,,b'2',,L reward
21-10-2019-06:18:58,,b'2',,L reward
21-10-2019-06:18:59,,b'2',,L reward
21-10-2019-06:19:09,play,b'',,L reward
21-10-2019-06:19:19,,b'',,L reward
21-10-2019-06:19:29,play,b'',,L reward
21-10-2019-06:19:39,,b'',,L reward
21-10-2019-06:19:49,play,b'',,L reward
21-10-2019-06:19:59,,b'',,L reward
21-10-2019-06:20:10,play,b'',,L reward
21-10-2019-06:20:20,,b'',,L reward
21-10-2019-06:20:30,play,b'',,L reward
21-10-2019-06:20:38,,b'2',no 2,L reward
21-10-2019-06:20:48,,b'',,L reward
21-10-2019-06:20:58,play,b'',,L reward
21-10-2019-06:21:08,,b'',,L reward
21-10-2019-06:21:16,,b'2',no 2,L reward
21-10-2019-06:21:17,,b'2',,L reward
21-10-2019-06:21:26,,b'1',,L reward
21-10-2019-06:21:36,play,b'',,L reward
21-10-2019-06:21:46,,b'',,L reward
21-10-2019-06:21:56,play,b'',,L reward
21-10-2019-06:22:06,,b'',,L reward
21-10-2019-06:22:16,play,b'',,L reward
21-10-2019-06:22:26,,b'',,L reward
21-10-2019-06:22:36,play,b'',,L reward
21-10-2019-06:22:46,,b'',,L reward
21-10-2019-06:22:57,play,b'',,L reward
21-10-2019-06:23:07,,b'',,L reward
21-10-2019-06:23:17,play,b'',,L reward
21-10-2019-06:23:27,,b'',,L reward
21-10-2019-06:23:37,play,b'',,L reward
21-10-2019-06:23:47,,b'',,L reward
21-10-2019-06:23:57,play,b'',,L reward
21-10-2019-06:24:07,,b'',,L reward
21-10-2019-06:24:17,play,b'',,L reward
21-10-2019-06:24:27,,b'',,L reward
21-10-2019-06:24:37,play,b'',,L reward
21-10-2019-06:24:47,,b'',,L reward
21-10-2019-06:24:57,play,b'',,L reward
21-10-2019-06:25:07,,b'',,L reward
21-10-2019-06:25:17,play,b'',,L reward
21-10-2019-06:25:27,,b'',,L reward
21-10-2019-06:25:37,play,b'',,L reward
21-10-2019-06:25:47,,b'',,L reward
21-10-2019-06:25:57,play,b'',,L reward
21-10-2019-06:26:00,,b'2',no 2,L reward
21-10-2019-06:26:01,,b'2',,L reward
21-10-2019-06:26:02,,b'2',,L reward
21-10-2019-06:26:12,,b'',,L reward
21-10-2019-06:26:22,play,b'',,L reward
21-10-2019-06:26:32,,b'',,L reward
21-10-2019-06:26:42,play,b'',,L reward
21-10-2019-06:26:52,,b'',,L reward
21-10-2019-06:27:02,play,b'',,L reward
21-10-2019-06:27:12,,b'',,L reward
21-10-2019-06:27:22,play,b'',,L reward
21-10-2019-06:27:27,,b'2',no 2,L reward
21-10-2019-06:27:28,,b'2',,L reward
21-10-2019-06:27:29,,b'2',,L reward
21-10-2019-06:27:39,,b'',,L reward
21-10-2019-06:27:49,play,b'',,L reward
21-10-2019-06:27:59,,b'',,L reward
21-10-2019-06:28:09,play,b'',,L reward
21-10-2019-06:28:19,,b'',,L reward
21-10-2019-06:28:29,play,b'',,L reward
21-10-2019-06:28:39,,b'',,L reward
21-10-2019-06:28:40,,b'2',no 2,L reward
21-10-2019-06:28:50,play,b'',,L reward
21-10-2019-06:29:00,,b'',,L reward
21-10-2019-06:29:10,play,b'',,L reward
21-10-2019-06:29:20,,b'',,L reward
21-10-2019-06:29:30,play,b'',,L reward
21-10-2019-06:29:40,,b'',,L reward
21-10-2019-06:29:50,play,b'',,L reward
21-10-2019-06:30:01,,b'',,L reward
21-10-2019-06:30:03,,b'2',no 2,L reward
21-10-2019-06:30:13,play,b'',,L reward
21-10-2019-06:30:23,,b'',,L reward
21-10-2019-06:30:33,play,b'',,L reward
21-10-2019-06:30:38,,b'2',no 2,L reward
21-10-2019-06:30:39,,b'2',,L reward
21-10-2019-06:30:49,,b'',,L reward
21-10-2019-06:30:59,play,b'',,L reward
21-10-2019-06:31:09,,b'',,L reward
21-10-2019-06:31:19,play,b'',,L reward
21-10-2019-06:31:29,,b'',,
21-10-2019-06:31:30,,,,L reward
21-10-2019-06:31:40,play,b'',,L reward
21-10-2019-06:31:50,,b'',,L reward
21-10-2019-06:32:00,play,b'',,L reward
21-10-2019-06:32:10,,b'',,L reward
21-10-2019-06:32:20,play,b'',,L reward
21-10-2019-06:32:30,,b'',,L reward
21-10-2019-06:32:40,play,b'',,L reward
21-10-2019-06:32:50,,b'',,L reward
21-10-2019-06:33:00,play,b'',,L reward
21-10-2019-06:33:10,,b'',,L reward
21-10-2019-06:33:20,play,b'',,L reward
21-10-2019-06:33:30,,b'',,L reward
21-10-2019-06:33:40,play,b'',,L reward
21-10-2019-06:33:50,,b'',,L reward
21-10-2019-06:34:00,play,b'',,L reward
21-10-2019-06:34:10,,b'',,L reward
21-10-2019-06:34:20,play,b'',,L reward
21-10-2019-06:34:30,,b'',,L reward
21-10-2019-06:34:40,,b'',,L reward
21-10-2019-06:34:41,play,,,L reward
21-10-2019-06:34:51,,b'',,L reward
21-10-2019-06:35:01,play,b'',,L reward
21-10-2019-06:35:11,,b'',,L reward
21-10-2019-06:35:21,play,b'',,L reward
21-10-2019-06:35:31,,b'',,L reward
21-10-2019-06:35:41,play,b'',,L reward
21-10-2019-06:35:51,,b'',,L reward
21-10-2019-06:35:59,,b'1',1,L reward
21-10-2019-06:36:00,,b'1',,L reward
21-10-2019-06:36:10,play,b'',,L reward
21-10-2019-06:36:20,,b'',,L reward
21-10-2019-06:36:30,play,b'',,L reward
21-10-2019-06:36:40,,b'',,L reward
21-10-2019-06:36:50,play,b'',,L reward
21-10-2019-06:37:00,,b'',,L reward
21-10-2019-06:37:10,play,b'',,L reward
21-10-2019-06:37:20,,b'',,L reward
21-10-2019-06:37:30,play,b'',,L reward
21-10-2019-06:37:40,,b'',,L reward
21-10-2019-06:37:50,play,b'',,L reward
21-10-2019-06:38:00,,b'',,L reward
21-10-2019-06:38:10,,b'',,L reward
21-10-2019-06:38:11,play,,,L reward
21-10-2019-06:38:21,,b'',,L reward
21-10-2019-06:38:31,play,b'',,L reward
21-10-2019-06:38:41,,b'',,L reward
21-10-2019-06:38:51,play,b'',,L reward
21-10-2019-06:39:01,,b'',,L reward
21-10-2019-06:39:11,play,b'',,L reward
21-10-2019-06:39:21,,b'',,L reward
21-10-2019-06:39:31,play,b'',,L reward
21-10-2019-06:39:41,,b'',,L reward
21-10-2019-06:39:51,play,b'',,L reward
21-10-2019-06:40:01,,b'',,L reward
21-10-2019-06:40:11,play,b'',,L reward
21-10-2019-06:40:21,,b'',,L reward
21-10-2019-06:40:31,play,b'',,L reward
21-10-2019-06:40:41,,b'',,L reward
21-10-2019-06:40:51,play,b'',,L reward
21-10-2019-06:41:01,,b'',,L reward
21-10-2019-06:41:11,play,b'',,L reward
21-10-2019-06:41:21,,b'',,L reward
21-10-2019-06:41:32,play,b'',,L reward
21-10-2019-06:41:38,,b'2',no 2,L reward
21-10-2019-06:41:39,,b'2',,L reward
21-10-2019-06:41:40,,b'2',,L reward
21-10-2019-06:41:41,,b'2',,L reward
21-10-2019-06:41:42,,b'2',,L reward
21-10-2019-06:41:43,,b'2',,L reward
21-10-2019-06:41:44,,b'2',,L reward
21-10-2019-06:41:45,,b'2',,L reward
21-10-2019-06:41:46,,b'2',,L reward
21-10-2019-06:41:47,,b'2',,L reward
21-10-2019-06:41:48,,b'2',,L reward
21-10-2019-06:41:49,,b'2',,L reward
21-10-2019-06:41:50,,b'2',,L reward
21-10-2019-06:41:51,,b'2',,L reward
21-10-2019-06:41:52,,b'2',,L reward
21-10-2019-06:41:53,,b'2',,L reward
21-10-2019-06:41:54,,b'2',,L reward
21-10-2019-06:41:55,,b'2',,L reward
21-10-2019-06:41:56,,b'2',,L reward
21-10-2019-06:41:57,,b'2',,L reward
21-10-2019-06:41:58,,b'2',,L reward
21-10-2019-06:41:59,,b'2',,L reward
21-10-2019-06:42:00,,b'2',,L reward
21-10-2019-06:42:10,play,b'',,L reward
21-10-2019-06:42:20,,b'',,L reward
21-10-2019-06:42:30,play,b'',,L reward
21-10-2019-06:42:40,,b'',,L reward
21-10-2019-06:42:50,play,b'',,L reward
21-10-2019-06:43:00,,b'',,L reward
21-10-2019-06:43:10,play,b'',,L reward
21-10-2019-06:43:20,,b'',,L reward
21-10-2019-06:43:30,play,b'',,L reward
21-10-2019-06:43:40,,b'',,L reward
21-10-2019-06:43:50,,b'',,L reward
21-10-2019-06:43:51,play,,,L reward
21-10-2019-06:44:01,,b'',,L reward
21-10-2019-06:44:11,play,b'',,L reward
21-10-2019-06:44:21,,b'',,L reward
21-10-2019-06:44:31,play,b'',,L reward
21-10-2019-06:44:41,,b'',,L reward
21-10-2019-06:44:51,play,b'',,L reward
21-10-2019-06:45:01,,b'',,L reward
21-10-2019-06:45:11,play,b'',,L reward
21-10-2019-06:45:21,,b'',,L reward
21-10-2019-06:45:31,play,b'',,L reward
21-10-2019-06:45:41,,b'',,L reward
21-10-2019-06:45:51,play,b'',,L reward
21-10-2019-06:46:01,,b'',,L reward
21-10-2019-06:46:11,play,b'',,L reward
21-10-2019-06:46:21,,b'',,L reward
21-10-2019-06:46:31,play,b'',,L reward
21-10-2019-06:46:41,,b'',,L reward
21-10-2019-06:46:51,play,b'',,L reward
21-10-2019-06:47:01,,b'',,L reward
21-10-2019-06:47:12,play,b'',,L reward
21-10-2019-06:47:22,,b'',,L reward
21-10-2019-06:47:32,play,b'',,L reward
21-10-2019-06:47:42,,b'',,L reward
21-10-2019-06:47:52,play,b'',,L reward
21-10-2019-06:48:02,,b'',,L reward
21-10-2019-06:48:12,play,b'',,L reward
21-10-2019-06:48:22,,b'',,L reward
21-10-2019-06:48:32,play,b'',,L reward
21-10-2019-06:48:42,,b'',,L reward
21-10-2019-06:48:52,play,b'',,L reward
21-10-2019-06:49:02,,b'',,L reward
21-10-2019-06:49:12,play,b'',,L reward
21-10-2019-06:49:22,,b'',,L reward
21-10-2019-06:49:32,play,b'',,L reward
21-10-2019-06:49:42,,b'',,L reward
21-10-2019-06:49:52,play,b'',,L reward
21-10-2019-06:50:02,,b'',,L reward
21-10-2019-06:50:12,,b'',,L reward
21-10-2019-06:50:13,play,,,L reward
21-10-2019-06:50:23,,b'',,L reward
21-10-2019-06:50:33,play,b'',,L reward
21-10-2019-06:50:43,,b'',,L reward
21-10-2019-06:50:53,play,b'',,L reward
21-10-2019-06:51:03,,b'',,L reward
21-10-2019-06:51:13,play,b'',,L reward
21-10-2019-06:51:23,,b'',,L reward
21-10-2019-06:51:33,play,b'',,L reward
21-10-2019-06:51:43,,b'',,L reward
21-10-2019-06:51:53,play,b'',,L reward
21-10-2019-06:52:03,,b'',,L reward
21-10-2019-06:52:13,play,b'',,L reward
21-10-2019-06:52:23,,b'',,L reward
21-10-2019-06:52:33,play,b'',,L reward
21-10-2019-06:52:43,,b'',,L reward
21-10-2019-06:52:53,play,b'',,L reward
21-10-2019-06:53:03,,b'',,L reward
21-10-2019-06:53:13,play,b'',,L reward
21-10-2019-06:53:24,,b'',,L reward
21-10-2019-06:53:34,play,b'',,L reward
21-10-2019-06:53:44,,b'',,L reward
21-10-2019-06:53:54,play,b'',,L reward
21-10-2019-06:54:04,,b'',,L reward
21-10-2019-06:54:14,play,b'',,L reward
21-10-2019-06:54:24,,b'',,L reward
21-10-2019-06:54:34,play,b'',,L reward
21-10-2019-06:54:44,,b'',,L reward
21-10-2019-06:54:54,play,b'',,L reward
21-10-2019-06:55:04,,b'',,L reward
21-10-2019-06:55:14,play,b'',,L reward
21-10-2019-06:55:24,,b'',,L reward
21-10-2019-06:55:28,,b'2',no 2,L reward
21-10-2019-06:55:29,,b'2',,L reward
21-10-2019-06:55:39,play,b'',,L reward
21-10-2019-06:55:49,,b'',,L reward
21-10-2019-06:55:59,play,b'',,L reward
21-10-2019-06:56:09,,b'',,L reward
21-10-2019-06:56:19,play,b'',,L reward
21-10-2019-06:56:29,,b'',,L reward
21-10-2019-06:56:39,play,b'',,L reward
21-10-2019-06:56:49,,b'',,L reward
21-10-2019-06:56:59,play,b'',,L reward
21-10-2019-06:57:09,,b'',,L reward
21-10-2019-06:57:19,play,b'',,L reward
21-10-2019-06:57:29,,b'',,L reward
21-10-2019-06:57:39,play,b'',,L reward
21-10-2019-06:57:49,,b'',,L reward
21-10-2019-06:57:59,play,b'',,L reward
21-10-2019-06:58:10,,b'',,L reward
21-10-2019-06:58:20,play,b'',,L reward
21-10-2019-06:58:30,,b'',,L reward
21-10-2019-06:58:40,play,b'',,L reward
21-10-2019-06:58:50,,b'',,L reward
21-10-2019-06:59:00,play,b'',,L reward
21-10-2019-06:59:10,,b'',,L reward
21-10-2019-06:59:20,play,b'',,L reward
21-10-2019-06:59:30,,b'',,L reward
21-10-2019-06:59:40,play,b'',,L reward
21-10-2019-06:59:50,,b'',,L reward
21-10-2019-07:00:00,play,b'',,L reward
21-10-2019-07:00:10,,b'',,L reward
21-10-2019-07:00:20,play,b'',,L reward
21-10-2019-07:00:30,,b'',,L reward
21-10-2019-07:00:40,play,b'',,L reward
21-10-2019-07:00:50,,b'',,L reward
21-10-2019-07:01:00,play,b'',,L reward
21-10-2019-07:01:10,,b'',,L reward
21-10-2019-07:01:21,play,b'',,L reward
21-10-2019-07:01:26,,b'1',1,L reward
21-10-2019-07:01:27,,b'1',,L reward
21-10-2019-07:01:28,,b'1',,L reward
21-10-2019-07:01:38,,b'',,L reward
21-10-2019-07:01:48,play,b'',,L reward
21-10-2019-07:01:58,,b'',,L reward
21-10-2019-07:02:08,play,b'',,L reward
21-10-2019-07:02:18,,b'',,L reward
21-10-2019-07:02:28,play,b'',,L reward
21-10-2019-07:02:38,,b'',,L reward
21-10-2019-07:02:48,play,b'',,L reward
21-10-2019-07:02:58,,b'',,L reward
21-10-2019-07:03:08,play,b'',,L reward
21-10-2019-07:03:18,,b'',,L reward
21-10-2019-07:03:28,play,b'',,L reward
21-10-2019-07:03:39,,b'',,L reward
21-10-2019-07:03:49,play,b'',,L reward
21-10-2019-07:03:59,,b'',,L reward
21-10-2019-07:04:09,play,b'',,L reward
21-10-2019-07:04:19,,b'',,L reward
21-10-2019-07:04:29,play,b'',,L reward
21-10-2019-07:04:39,,b'',,L reward
21-10-2019-07:04:49,play,b'',,L reward
21-10-2019-07:04:59,,b'',,L reward
21-10-2019-07:05:09,play,b'',,L reward
21-10-2019-07:05:19,,b'',,L reward
21-10-2019-07:05:29,play,b'',,L reward
21-10-2019-07:05:39,,b'',,L reward
21-10-2019-07:05:49,play,b'',,L reward
21-10-2019-07:05:59,,b'',,L reward
21-10-2019-07:06:09,play,b'',,L reward
21-10-2019-07:06:19,,b'',,L reward
21-10-2019-07:06:31,play,b'',,L reward
21-10-2019-07:06:41,,b'',,L reward
21-10-2019-07:06:51,play,b'',,L reward
21-10-2019-07:07:01,,b'',,L reward
21-10-2019-07:07:11,play,b'',,L reward
21-10-2019-07:07:21,,b'',,L reward
21-10-2019-07:07:31,play,b'',,L reward
21-10-2019-07:07:41,,b'',,L reward
21-10-2019-07:07:51,play,b'',,L reward
21-10-2019-07:08:01,,b'',,L reward
21-10-2019-07:08:11,play,b'',,L reward
21-10-2019-07:08:22,,b'',,L reward
21-10-2019-07:08:32,play,b'',,L reward
21-10-2019-07:08:42,,b'',,L reward
21-10-2019-07:08:52,play,b'',,L reward
21-10-2019-07:09:02,,b'',,L reward
21-10-2019-07:09:12,play,b'',,L reward
21-10-2019-07:09:22,,b'',,L reward
21-10-2019-07:09:32,play,b'',,R reward
21-10-2019-07:09:42,,b'',,R reward
21-10-2019-07:09:52,play,b'',,R reward
21-10-2019-07:10:02,,b'',,R reward
21-10-2019-07:10:12,play,b'',,R reward
21-10-2019-07:10:22,,b'',,R reward
21-10-2019-07:10:32,play,b'',,R reward
